source,source_label,relation,target,target_label,score
user_65,Student,attempted,quiz_98,Quiz,
user_65,Student,scored_on,quiz_98,Quiz,16.0
user_66,Student,attempted,quiz_98,Quiz,
user_66,Student,scored_on,quiz_98,Quiz,16.0
user_71,Student,attempted,quiz_98,Quiz,
user_71,Student,scored_on,quiz_98,Quiz,20.0
user_39,Student,attempted,quiz_99,Quiz,
user_39,Student,scored_on,quiz_99,Quiz,18.0
user_40,Student,attempted,quiz_99,Quiz,
user_40,Student,scored_on,quiz_99,Quiz,16.0
user_42,Student,attempted,quiz_99,Quiz,
user_42,Student,scored_on,quiz_99,Quiz,17.0
user_43,Student,attempted,quiz_99,Quiz,
user_43,Student,scored_on,quiz_99,Quiz,16.0
user_44,Student,attempted,quiz_99,Quiz,
user_44,Student,scored_on,quiz_99,Quiz,18.0
user_45,Student,attempted,quiz_99,Quiz,
user_45,Student,scored_on,quiz_99,Quiz,18.0
user_47,Student,attempted,quiz_99,Quiz,
user_47,Student,scored_on,quiz_99,Quiz,17.0
user_48,Student,attempted,quiz_99,Quiz,
user_48,Student,scored_on,quiz_99,Quiz,17.0
user_49,Student,attempted,quiz_99,Quiz,
user_49,Student,scored_on,quiz_99,Quiz,19.0
user_50,Student,attempted,quiz_99,Quiz,
user_50,Student,scored_on,quiz_99,Quiz,17.0
user_52,Student,attempted,quiz_99,Quiz,
user_52,Student,scored_on,quiz_99,Quiz,18.0
user_53,Student,attempted,quiz_99,Quiz,
user_53,Student,scored_on,quiz_99,Quiz,15.0
user_54,Student,attempted,quiz_99,Quiz,
user_54,Student,scored_on,quiz_99,Quiz,18.0
user_55,Student,attempted,quiz_99,Quiz,
user_55,Student,scored_on,quiz_99,Quiz,15.0
user_56,Student,attempted,quiz_99,Quiz,
user_56,Student,scored_on,quiz_99,Quiz,19.0
user_57,Student,attempted,quiz_99,Quiz,
user_57,Student,scored_on,quiz_99,Quiz,19.0
user_58,Student,attempted,quiz_99,Quiz,
user_58,Student,scored_on,quiz_99,Quiz,15.0
user_59,Student,attempted,quiz_99,Quiz,
user_59,Student,scored_on,quiz_99,Quiz,19.0
user_60,Student,attempted,quiz_99,Quiz,
user_60,Student,scored_on,quiz_99,Quiz,18.0
user_62,Student,attempted,quiz_99,Quiz,
user_62,Student,scored_on,quiz_99,Quiz,16.0
user_63,Student,attempted,quiz_99,Quiz,
user_63,Student,scored_on,quiz_99,Quiz,19.0
user_65,Student,attempted,quiz_99,Quiz,
user_65,Student,scored_on,quiz_99,Quiz,15.0
user_66,Student,attempted,quiz_99,Quiz,
user_66,Student,scored_on,quiz_99,Quiz,14.0
user_71,Student,attempted,quiz_99,Quiz,
user_71,Student,scored_on,quiz_99,Quiz,18.0
course_4,Course,includes,module_49,Module,
module_49,Module,has_lesson,lesson_bai-01-gioi-thieu-flutter-va-moi-truong-phat-trien,Lesson,
module_49,Module,has_lesson,lesson_bai-02-ngon-ngu-dart-co-ban,Lesson,
module_49,Module,has_lesson,lesson_bai-03-cau-truc-ung-dung-va-widget-co-ban,Lesson,
module_49,Module,has_lesson,lesson_bai-04-thiet-ke-giao-dien-nang-cao-material-and-cupertino-layout-nang-cao,Lesson,
module_49,Module,has_lesson,lesson_bai-05-su-dung-thu-vien-trong-flutter,Lesson,
module_49,Module,has_lesson,lesson_bai-06-lap-trinh-mang-va-co-so-du-lieu,Lesson,
module_49,Module,has_lesson,lesson_bai-07-quan-lu-trang-thai-va-logic-ung-dung,Lesson,
module_49,Module,has_lesson,lesson_bai-08-xuat-ban-ung-dung-flutter,Lesson,
module_49,Module,has_quiz,quiz_104,Quiz,
quiz_104,Quiz,has_question,question_762,Question,
quiz_104,Quiz,has_question,question_763,Question,
quiz_104,Quiz,has_question,question_764,Question,
quiz_104,Quiz,has_question,question_765,Question,
quiz_104,Quiz,has_question,question_766,Question,
quiz_104,Quiz,has_question,question_767,Question,
quiz_104,Quiz,has_question,question_768,Question,
quiz_104,Quiz,has_question,question_769,Question,
quiz_104,Quiz,has_question,question_770,Question,
quiz_104,Quiz,has_question,question_771,Question,
quiz_104,Quiz,has_question,question_772,Question,
quiz_104,Quiz,has_question,question_773,Question,
quiz_104,Quiz,has_question,question_774,Question,
quiz_104,Quiz,has_question,question_775,Question,
quiz_104,Quiz,has_question,question_776,Question,
quiz_104,Quiz,has_question,question_777,Question,
quiz_104,Quiz,has_question,question_778,Question,
quiz_104,Quiz,has_question,question_779,Question,
quiz_104,Quiz,has_question,question_780,Question,
quiz_104,Quiz,has_question,question_781,Question,
module_49,Module,has_quiz,quiz_105,Quiz,
quiz_105,Quiz,has_question,question_782,Question,
quiz_105,Quiz,has_question,question_783,Question,
quiz_105,Quiz,has_question,question_784,Question,
quiz_105,Quiz,has_question,question_785,Question,
quiz_105,Quiz,has_question,question_786,Question,
quiz_105,Quiz,has_question,question_787,Question,
quiz_105,Quiz,has_question,question_788,Question,
quiz_105,Quiz,has_question,question_789,Question,
quiz_105,Quiz,has_question,question_790,Question,
quiz_105,Quiz,has_question,question_791,Question,
quiz_105,Quiz,has_question,question_792,Question,
quiz_105,Quiz,has_question,question_793,Question,
quiz_105,Quiz,has_question,question_794,Question,
quiz_105,Quiz,has_question,question_795,Question,
quiz_105,Quiz,has_question,question_796,Question,
quiz_105,Quiz,has_question,question_797,Question,
quiz_105,Quiz,has_question,question_798,Question,
quiz_105,Quiz,has_question,question_799,Question,
quiz_105,Quiz,has_question,question_800,Question,
quiz_105,Quiz,has_question,question_801,Question,
module_49,Module,has_quiz,quiz_106,Quiz,
quiz_106,Quiz,has_question,question_802,Question,
quiz_106,Quiz,has_question,question_803,Question,
quiz_106,Quiz,has_question,question_804,Question,
quiz_106,Quiz,has_question,question_805,Question,
quiz_106,Quiz,has_question,question_806,Question,
quiz_106,Quiz,has_question,question_807,Question,
quiz_106,Quiz,has_question,question_808,Question,
quiz_106,Quiz,has_question,question_809,Question,
quiz_106,Quiz,has_question,question_810,Question,
quiz_106,Quiz,has_question,question_811,Question,
quiz_106,Quiz,has_question,question_812,Question,
quiz_106,Quiz,has_question,question_813,Question,
quiz_106,Quiz,has_question,question_814,Question,
quiz_106,Quiz,has_question,question_815,Question,
quiz_106,Quiz,has_question,question_816,Question,
quiz_106,Quiz,has_question,question_817,Question,
quiz_106,Quiz,has_question,question_818,Question,
quiz_106,Quiz,has_question,question_819,Question,
quiz_106,Quiz,has_question,question_820,Question,
quiz_106,Quiz,has_question,question_821,Question,
module_49,Module,has_quiz,quiz_107,Quiz,
quiz_107,Quiz,has_question,question_822,Question,
quiz_107,Quiz,has_question,question_823,Question,
quiz_107,Quiz,has_question,question_824,Question,
quiz_107,Quiz,has_question,question_825,Question,
quiz_107,Quiz,has_question,question_826,Question,
quiz_107,Quiz,has_question,question_827,Question,
quiz_107,Quiz,has_question,question_828,Question,
quiz_107,Quiz,has_question,question_829,Question,
quiz_107,Quiz,has_question,question_830,Question,
quiz_107,Quiz,has_question,question_831,Question,
quiz_107,Quiz,has_question,question_832,Question,
quiz_107,Quiz,has_question,question_833,Question,
quiz_107,Quiz,has_question,question_834,Question,
quiz_107,Quiz,has_question,question_835,Question,
quiz_107,Quiz,has_question,question_836,Question,
quiz_107,Quiz,has_question,question_837,Question,
quiz_107,Quiz,has_question,question_838,Question,
quiz_107,Quiz,has_question,question_839,Question,
quiz_107,Quiz,has_question,question_840,Question,
quiz_107,Quiz,has_question,question_841,Question,
module_49,Module,has_quiz,quiz_108,Quiz,
quiz_108,Quiz,has_question,question_842,Question,
quiz_108,Quiz,has_question,question_843,Question,
quiz_108,Quiz,has_question,question_844,Question,
quiz_108,Quiz,has_question,question_845,Question,
quiz_108,Quiz,has_question,question_846,Question,
quiz_108,Quiz,has_question,question_847,Question,
quiz_108,Quiz,has_question,question_848,Question,
quiz_108,Quiz,has_question,question_849,Question,
quiz_108,Quiz,has_question,question_850,Question,
quiz_108,Quiz,has_question,question_851,Question,
quiz_108,Quiz,has_question,question_852,Question,
quiz_108,Quiz,has_question,question_853,Question,
quiz_108,Quiz,has_question,question_854,Question,
quiz_108,Quiz,has_question,question_855,Question,
quiz_108,Quiz,has_question,question_856,Question,
quiz_108,Quiz,has_question,question_857,Question,
quiz_108,Quiz,has_question,question_858,Question,
quiz_108,Quiz,has_question,question_859,Question,
quiz_108,Quiz,has_question,question_860,Question,
quiz_108,Quiz,has_question,question_861,Question,
module_49,Module,has_quiz,quiz_109,Quiz,
quiz_109,Quiz,has_question,question_862,Question,
quiz_109,Quiz,has_question,question_863,Question,
quiz_109,Quiz,has_question,question_864,Question,
quiz_109,Quiz,has_question,question_865,Question,
quiz_109,Quiz,has_question,question_866,Question,
quiz_109,Quiz,has_question,question_867,Question,
quiz_109,Quiz,has_question,question_868,Question,
quiz_109,Quiz,has_question,question_869,Question,
quiz_109,Quiz,has_question,question_870,Question,
quiz_109,Quiz,has_question,question_871,Question,
quiz_109,Quiz,has_question,question_872,Question,
quiz_109,Quiz,has_question,question_873,Question,
quiz_109,Quiz,has_question,question_874,Question,
quiz_109,Quiz,has_question,question_875,Question,
quiz_109,Quiz,has_question,question_876,Question,
quiz_109,Quiz,has_question,question_877,Question,
quiz_109,Quiz,has_question,question_878,Question,
quiz_109,Quiz,has_question,question_879,Question,
quiz_109,Quiz,has_question,question_880,Question,
quiz_109,Quiz,has_question,question_881,Question,
module_49,Module,has_quiz,quiz_110,Quiz,
quiz_110,Quiz,has_question,question_882,Question,
quiz_110,Quiz,has_question,question_883,Question,
quiz_110,Quiz,has_question,question_884,Question,
quiz_110,Quiz,has_question,question_885,Question,
quiz_110,Quiz,has_question,question_886,Question,
quiz_110,Quiz,has_question,question_887,Question,
quiz_110,Quiz,has_question,question_888,Question,
quiz_110,Quiz,has_question,question_889,Question,
quiz_110,Quiz,has_question,question_890,Question,
quiz_110,Quiz,has_question,question_891,Question,
quiz_110,Quiz,has_question,question_892,Question,
quiz_110,Quiz,has_question,question_893,Question,
quiz_110,Quiz,has_question,question_894,Question,
quiz_110,Quiz,has_question,question_895,Question,
quiz_110,Quiz,has_question,question_896,Question,
quiz_110,Quiz,has_question,question_897,Question,
quiz_110,Quiz,has_question,question_898,Question,
quiz_110,Quiz,has_question,question_899,Question,
quiz_110,Quiz,has_question,question_900,Question,
quiz_110,Quiz,has_question,question_901,Question,
module_49,Module,has_quiz,quiz_111,Quiz,
quiz_111,Quiz,has_question,question_902,Question,
quiz_111,Quiz,has_question,question_903,Question,
quiz_111,Quiz,has_question,question_904,Question,
quiz_111,Quiz,has_question,question_905,Question,
quiz_111,Quiz,has_question,question_906,Question,
quiz_111,Quiz,has_question,question_907,Question,
quiz_111,Quiz,has_question,question_908,Question,
quiz_111,Quiz,has_question,question_909,Question,
quiz_111,Quiz,has_question,question_910,Question,
quiz_111,Quiz,has_question,question_911,Question,
quiz_111,Quiz,has_question,question_912,Question,
quiz_111,Quiz,has_question,question_913,Question,
quiz_111,Quiz,has_question,question_914,Question,
quiz_111,Quiz,has_question,question_915,Question,
quiz_111,Quiz,has_question,question_916,Question,
quiz_111,Quiz,has_question,question_917,Question,
quiz_111,Quiz,has_question,question_918,Question,
quiz_111,Quiz,has_question,question_919,Question,
quiz_111,Quiz,has_question,question_920,Question,
quiz_111,Quiz,has_question,question_921,Question,
user_39,Student,attempted,quiz_104,Quiz,
user_39,Student,scored_on,quiz_104,Quiz,18.0
user_40,Student,attempted,quiz_104,Quiz,
user_40,Student,scored_on,quiz_104,Quiz,16.0
user_42,Student,attempted,quiz_104,Quiz,
user_42,Student,scored_on,quiz_104,Quiz,16.0
user_43,Student,attempted,quiz_104,Quiz,
user_43,Student,scored_on,quiz_104,Quiz,17.0
user_44,Student,attempted,quiz_104,Quiz,
user_44,Student,scored_on,quiz_104,Quiz,19.0
user_45,Student,attempted,quiz_104,Quiz,
user_45,Student,scored_on,quiz_104,Quiz,18.0
user_47,Student,attempted,quiz_104,Quiz,
user_47,Student,scored_on,quiz_104,Quiz,17.0
user_48,Student,attempted,quiz_104,Quiz,
user_48,Student,scored_on,quiz_104,Quiz,16.0
user_49,Student,attempted,quiz_104,Quiz,
user_49,Student,scored_on,quiz_104,Quiz,19.0
user_50,Student,attempted,quiz_104,Quiz,
user_50,Student,scored_on,quiz_104,Quiz,15.0
user_52,Student,attempted,quiz_104,Quiz,
user_52,Student,scored_on,quiz_104,Quiz,19.0
user_53,Student,attempted,quiz_104,Quiz,
user_53,Student,scored_on,quiz_104,Quiz,16.0
user_54,Student,attempted,quiz_104,Quiz,
user_54,Student,scored_on,quiz_104,Quiz,19.0
user_55,Student,attempted,quiz_104,Quiz,
user_55,Student,scored_on,quiz_104,Quiz,12.0
user_56,Student,attempted,quiz_104,Quiz,
user_56,Student,scored_on,quiz_104,Quiz,20.0
user_57,Student,attempted,quiz_104,Quiz,
user_57,Student,scored_on,quiz_104,Quiz,20.0
user_58,Student,attempted,quiz_104,Quiz,
user_58,Student,scored_on,quiz_104,Quiz,16.0
user_59,Student,attempted,quiz_104,Quiz,
user_59,Student,scored_on,quiz_104,Quiz,18.0
user_60,Student,attempted,quiz_104,Quiz,
user_60,Student,scored_on,quiz_104,Quiz,18.0
user_62,Student,attempted,quiz_104,Quiz,
user_62,Student,scored_on,quiz_104,Quiz,16.0
user_63,Student,attempted,quiz_104,Quiz,
user_63,Student,scored_on,quiz_104,Quiz,18.0
user_64,Student,attempted,quiz_104,Quiz,
user_64,Student,scored_on,quiz_104,Quiz,13.0
user_65,Student,attempted,quiz_104,Quiz,
user_65,Student,scored_on,quiz_104,Quiz,18.0
user_66,Student,attempted,quiz_104,Quiz,
user_66,Student,scored_on,quiz_104,Quiz,14.0
user_39,Student,attempted,quiz_105,Quiz,
user_39,Student,scored_on,quiz_105,Quiz,18.0
user_40,Student,attempted,quiz_105,Quiz,
user_40,Student,scored_on,quiz_105,Quiz,17.0
user_42,Student,attempted,quiz_105,Quiz,
user_42,Student,scored_on,quiz_105,Quiz,17.0
user_43,Student,attempted,quiz_105,Quiz,
user_43,Student,scored_on,quiz_105,Quiz,16.0
user_44,Student,attempted,quiz_105,Quiz,
user_44,Student,scored_on,quiz_105,Quiz,18.0
user_45,Student,attempted,quiz_105,Quiz,
user_45,Student,scored_on,quiz_105,Quiz,20.0
user_47,Student,attempted,quiz_105,Quiz,
user_47,Student,scored_on,quiz_105,Quiz,16.0
user_48,Student,attempted,quiz_105,Quiz,
user_48,Student,scored_on,quiz_105,Quiz,15.0
user_49,Student,attempted,quiz_105,Quiz,
user_49,Student,scored_on,quiz_105,Quiz,18.0
user_50,Student,attempted,quiz_105,Quiz,
user_50,Student,scored_on,quiz_105,Quiz,19.0
user_52,Student,attempted,quiz_105,Quiz,
user_52,Student,scored_on,quiz_105,Quiz,19.0
user_53,Student,attempted,quiz_105,Quiz,
user_53,Student,scored_on,quiz_105,Quiz,17.0
user_54,Student,attempted,quiz_105,Quiz,
user_54,Student,scored_on,quiz_105,Quiz,19.0
user_55,Student,attempted,quiz_105,Quiz,
user_55,Student,scored_on,quiz_105,Quiz,16.0
user_56,Student,attempted,quiz_105,Quiz,
user_56,Student,scored_on,quiz_105,Quiz,18.0
user_57,Student,attempted,quiz_105,Quiz,
user_57,Student,scored_on,quiz_105,Quiz,18.0
user_58,Student,attempted,quiz_105,Quiz,
user_58,Student,scored_on,quiz_105,Quiz,17.0
user_59,Student,attempted,quiz_105,Quiz,
user_59,Student,scored_on,quiz_105,Quiz,18.0
user_60,Student,attempted,quiz_105,Quiz,
user_60,Student,scored_on,quiz_105,Quiz,19.0
user_62,Student,attempted,quiz_105,Quiz,
user_62,Student,scored_on,quiz_105,Quiz,15.0
user_63,Student,attempted,quiz_105,Quiz,
user_63,Student,scored_on,quiz_105,Quiz,19.0
user_64,Student,attempted,quiz_105,Quiz,
user_64,Student,scored_on,quiz_105,Quiz,14.0
user_65,Student,attempted,quiz_105,Quiz,
user_65,Student,scored_on,quiz_105,Quiz,15.0
user_66,Student,attempted,quiz_105,Quiz,
user_66,Student,scored_on,quiz_105,Quiz,14.0
user_71,Student,attempted,quiz_105,Quiz,
user_71,Student,scored_on,quiz_105,Quiz,18.0
user_39,Student,attempted,quiz_106,Quiz,
user_39,Student,scored_on,quiz_106,Quiz,18.0
user_40,Student,attempted,quiz_106,Quiz,
user_40,Student,scored_on,quiz_106,Quiz,16.0
user_42,Student,attempted,quiz_106,Quiz,
user_42,Student,scored_on,quiz_106,Quiz,16.0
user_43,Student,attempted,quiz_106,Quiz,
user_43,Student,scored_on,quiz_106,Quiz,16.0
user_44,Student,attempted,quiz_106,Quiz,
user_44,Student,scored_on,quiz_106,Quiz,18.0
user_45,Student,attempted,quiz_106,Quiz,
user_45,Student,scored_on,quiz_106,Quiz,20.0
user_47,Student,attempted,quiz_106,Quiz,
user_47,Student,scored_on,quiz_106,Quiz,16.0
user_48,Student,attempted,quiz_106,Quiz,
user_48,Student,scored_on,quiz_106,Quiz,16.0
user_49,Student,attempted,quiz_106,Quiz,
user_49,Student,scored_on,quiz_106,Quiz,20.0
user_50,Student,attempted,quiz_106,Quiz,
user_50,Student,scored_on,quiz_106,Quiz,15.0
user_52,Student,attempted,quiz_106,Quiz,
user_52,Student,scored_on,quiz_106,Quiz,18.0
user_53,Student,attempted,quiz_106,Quiz,
user_53,Student,scored_on,quiz_106,Quiz,17.0
user_54,Student,attempted,quiz_106,Quiz,
user_54,Student,scored_on,quiz_106,Quiz,19.0
user_55,Student,attempted,quiz_106,Quiz,
user_55,Student,scored_on,quiz_106,Quiz,14.0
user_56,Student,attempted,quiz_106,Quiz,
user_56,Student,scored_on,quiz_106,Quiz,18.0
user_57,Student,attempted,quiz_106,Quiz,
user_57,Student,scored_on,quiz_106,Quiz,18.0
user_58,Student,attempted,quiz_106,Quiz,
user_58,Student,scored_on,quiz_106,Quiz,15.0
user_59,Student,attempted,quiz_106,Quiz,
user_59,Student,scored_on,quiz_106,Quiz,18.0
user_60,Student,attempted,quiz_106,Quiz,
user_60,Student,scored_on,quiz_106,Quiz,18.0
user_62,Student,attempted,quiz_106,Quiz,
user_62,Student,scored_on,quiz_106,Quiz,15.0
user_63,Student,attempted,quiz_106,Quiz,
user_63,Student,scored_on,quiz_106,Quiz,18.0
user_64,Student,attempted,quiz_106,Quiz,
user_64,Student,scored_on,quiz_106,Quiz,14.0
user_65,Student,attempted,quiz_106,Quiz,
user_65,Student,scored_on,quiz_106,Quiz,15.0
user_66,Student,attempted,quiz_106,Quiz,
user_66,Student,scored_on,quiz_106,Quiz,15.0
user_71,Student,attempted,quiz_106,Quiz,
user_71,Student,scored_on,quiz_106,Quiz,18.0
user_39,Student,attempted,quiz_107,Quiz,
user_39,Student,scored_on,quiz_107,Quiz,19.0
user_40,Student,attempted,quiz_107,Quiz,
user_40,Student,scored_on,quiz_107,Quiz,18.0
user_42,Student,attempted,quiz_107,Quiz,
user_42,Student,scored_on,quiz_107,Quiz,16.0
user_43,Student,attempted,quiz_107,Quiz,
user_43,Student,scored_on,quiz_107,Quiz,16.0
user_44,Student,attempted,quiz_107,Quiz,
user_44,Student,scored_on,quiz_107,Quiz,18.0
user_45,Student,attempted,quiz_107,Quiz,
user_45,Student,scored_on,quiz_107,Quiz,19.0
user_47,Student,attempted,quiz_107,Quiz,
user_47,Student,scored_on,quiz_107,Quiz,16.0
user_48,Student,attempted,quiz_107,Quiz,
user_48,Student,scored_on,quiz_107,Quiz,15.0
user_49,Student,attempted,quiz_107,Quiz,
user_49,Student,scored_on,quiz_107,Quiz,18.0
user_50,Student,attempted,quiz_107,Quiz,
user_50,Student,scored_on,quiz_107,Quiz,16.0
user_52,Student,attempted,quiz_107,Quiz,
user_52,Student,scored_on,quiz_107,Quiz,18.0
user_53,Student,attempted,quiz_107,Quiz,
user_53,Student,scored_on,quiz_107,Quiz,17.0
user_54,Student,attempted,quiz_107,Quiz,
user_54,Student,scored_on,quiz_107,Quiz,19.0
user_55,Student,attempted,quiz_107,Quiz,
user_55,Student,scored_on,quiz_107,Quiz,15.0
user_56,Student,attempted,quiz_107,Quiz,
user_56,Student,scored_on,quiz_107,Quiz,19.0
user_57,Student,attempted,quiz_107,Quiz,
user_57,Student,scored_on,quiz_107,Quiz,18.0
user_58,Student,attempted,quiz_107,Quiz,
user_58,Student,scored_on,quiz_107,Quiz,15.0
user_59,Student,attempted,quiz_107,Quiz,
user_59,Student,scored_on,quiz_107,Quiz,19.0
user_60,Student,attempted,quiz_107,Quiz,
user_60,Student,scored_on,quiz_107,Quiz,18.0
user_62,Student,attempted,quiz_107,Quiz,
user_62,Student,scored_on,quiz_107,Quiz,16.0
user_63,Student,attempted,quiz_107,Quiz,
user_63,Student,scored_on,quiz_107,Quiz,18.0
user_65,Student,attempted,quiz_107,Quiz,
user_65,Student,scored_on,quiz_107,Quiz,16.0
user_66,Student,attempted,quiz_107,Quiz,
user_66,Student,scored_on,quiz_107,Quiz,14.0
user_71,Student,attempted,quiz_107,Quiz,
user_71,Student,scored_on,quiz_107,Quiz,19.0
user_39,Student,attempted,quiz_108,Quiz,
user_39,Student,scored_on,quiz_108,Quiz,19.0
user_40,Student,attempted,quiz_108,Quiz,
user_40,Student,scored_on,quiz_108,Quiz,17.0
user_42,Student,attempted,quiz_108,Quiz,
user_42,Student,scored_on,quiz_108,Quiz,15.0
user_43,Student,attempted,quiz_108,Quiz,
user_43,Student,scored_on,quiz_108,Quiz,18.0
user_44,Student,attempted,quiz_108,Quiz,
user_44,Student,scored_on,quiz_108,Quiz,19.0
user_45,Student,attempted,quiz_108,Quiz,
user_45,Student,scored_on,quiz_108,Quiz,20.0
user_47,Student,attempted,quiz_108,Quiz,
user_47,Student,scored_on,quiz_108,Quiz,17.0
user_48,Student,attempted,quiz_108,Quiz,
user_48,Student,scored_on,quiz_108,Quiz,16.0
user_49,Student,attempted,quiz_108,Quiz,
user_49,Student,scored_on,quiz_108,Quiz,19.0
user_50,Student,attempted,quiz_108,Quiz,
user_50,Student,scored_on,quiz_108,Quiz,16.0
user_52,Student,attempted,quiz_108,Quiz,
user_52,Student,scored_on,quiz_108,Quiz,18.0
user_53,Student,attempted,quiz_108,Quiz,
user_53,Student,scored_on,quiz_108,Quiz,18.0
user_54,Student,attempted,quiz_108,Quiz,
user_54,Student,scored_on,quiz_108,Quiz,18.0
user_55,Student,attempted,quiz_108,Quiz,
user_55,Student,scored_on,quiz_108,Quiz,15.0
user_56,Student,attempted,quiz_108,Quiz,
user_56,Student,scored_on,quiz_108,Quiz,19.0
user_57,Student,attempted,quiz_108,Quiz,
user_57,Student,scored_on,quiz_108,Quiz,18.0
user_58,Student,attempted,quiz_108,Quiz,
user_58,Student,scored_on,quiz_108,Quiz,17.0
user_59,Student,attempted,quiz_108,Quiz,
user_59,Student,scored_on,quiz_108,Quiz,20.0
user_60,Student,attempted,quiz_108,Quiz,
user_60,Student,scored_on,quiz_108,Quiz,19.0
user_62,Student,attempted,quiz_108,Quiz,
user_62,Student,scored_on,quiz_108,Quiz,18.0
user_63,Student,attempted,quiz_108,Quiz,
user_63,Student,scored_on,quiz_108,Quiz,18.0
user_64,Student,attempted,quiz_108,Quiz,
user_64,Student,scored_on,quiz_108,Quiz,13.0
user_65,Student,attempted,quiz_108,Quiz,
user_65,Student,scored_on,quiz_108,Quiz,16.0
user_66,Student,attempted,quiz_108,Quiz,
user_66,Student,scored_on,quiz_108,Quiz,12.0
user_71,Student,attempted,quiz_108,Quiz,
user_71,Student,scored_on,quiz_108,Quiz,19.0
user_39,Student,attempted,quiz_109,Quiz,
user_39,Student,scored_on,quiz_109,Quiz,19.0
user_40,Student,attempted,quiz_109,Quiz,
user_40,Student,scored_on,quiz_109,Quiz,16.0
user_42,Student,attempted,quiz_109,Quiz,
user_42,Student,scored_on,quiz_109,Quiz,16.0
user_43,Student,attempted,quiz_109,Quiz,
user_43,Student,scored_on,quiz_109,Quiz,17.0
user_44,Student,attempted,quiz_109,Quiz,
user_44,Student,scored_on,quiz_109,Quiz,18.0
user_45,Student,attempted,quiz_109,Quiz,
user_45,Student,scored_on,quiz_109,Quiz,19.0
user_47,Student,attempted,quiz_109,Quiz,
user_47,Student,scored_on,quiz_109,Quiz,16.0
user_48,Student,attempted,quiz_109,Quiz,
user_48,Student,scored_on,quiz_109,Quiz,18.0
user_49,Student,attempted,quiz_109,Quiz,
user_49,Student,scored_on,quiz_109,Quiz,20.0
user_50,Student,attempted,quiz_109,Quiz,
user_50,Student,scored_on,quiz_109,Quiz,17.0
user_52,Student,attempted,quiz_109,Quiz,
user_52,Student,scored_on,quiz_109,Quiz,20.0
user_53,Student,attempted,quiz_109,Quiz,
user_53,Student,scored_on,quiz_109,Quiz,15.0
user_54,Student,attempted,quiz_109,Quiz,
user_54,Student,scored_on,quiz_109,Quiz,18.0
user_55,Student,attempted,quiz_109,Quiz,
user_55,Student,scored_on,quiz_109,Quiz,15.0
user_56,Student,attempted,quiz_109,Quiz,
user_56,Student,scored_on,quiz_109,Quiz,18.0
user_57,Student,attempted,quiz_109,Quiz,
user_57,Student,scored_on,quiz_109,Quiz,19.0
user_58,Student,attempted,quiz_109,Quiz,
user_58,Student,scored_on,quiz_109,Quiz,16.0
user_59,Student,attempted,quiz_109,Quiz,
user_59,Student,scored_on,quiz_109,Quiz,18.0
user_60,Student,attempted,quiz_109,Quiz,
user_60,Student,scored_on,quiz_109,Quiz,19.0
user_62,Student,attempted,quiz_109,Quiz,
user_62,Student,scored_on,quiz_109,Quiz,15.0
user_63,Student,attempted,quiz_109,Quiz,
user_63,Student,scored_on,quiz_109,Quiz,18.0
user_64,Student,attempted,quiz_109,Quiz,
user_64,Student,scored_on,quiz_109,Quiz,14.0
user_65,Student,attempted,quiz_109,Quiz,
user_65,Student,scored_on,quiz_109,Quiz,16.0
user_66,Student,attempted,quiz_109,Quiz,
user_66,Student,scored_on,quiz_109,Quiz,13.0
user_71,Student,attempted,quiz_109,Quiz,
user_71,Student,scored_on,quiz_109,Quiz,19.0
user_39,Student,attempted,quiz_110,Quiz,
user_39,Student,scored_on,quiz_110,Quiz,19.0
user_40,Student,attempted,quiz_110,Quiz,
user_40,Student,scored_on,quiz_110,Quiz,15.0
user_42,Student,attempted,quiz_110,Quiz,
user_42,Student,scored_on,quiz_110,Quiz,15.0
user_43,Student,attempted,quiz_110,Quiz,
user_43,Student,scored_on,quiz_110,Quiz,16.0
user_44,Student,attempted,quiz_110,Quiz,
user_44,Student,scored_on,quiz_110,Quiz,19.0
user_45,Student,attempted,quiz_110,Quiz,
user_45,Student,scored_on,quiz_110,Quiz,19.0
user_47,Student,attempted,quiz_110,Quiz,
user_47,Student,scored_on,quiz_110,Quiz,15.0
user_48,Student,attempted,quiz_110,Quiz,
user_48,Student,scored_on,quiz_110,Quiz,17.0
user_49,Student,attempted,quiz_110,Quiz,
user_49,Student,scored_on,quiz_110,Quiz,19.0
user_50,Student,attempted,quiz_110,Quiz,
user_50,Student,scored_on,quiz_110,Quiz,15.0
user_52,Student,attempted,quiz_110,Quiz,
user_52,Student,scored_on,quiz_110,Quiz,18.0
user_53,Student,attempted,quiz_110,Quiz,
user_53,Student,scored_on,quiz_110,Quiz,16.0
user_54,Student,attempted,quiz_110,Quiz,
user_54,Student,scored_on,quiz_110,Quiz,20.0
user_55,Student,attempted,quiz_110,Quiz,
user_55,Student,scored_on,quiz_110,Quiz,13.0
user_56,Student,attempted,quiz_110,Quiz,
user_56,Student,scored_on,quiz_110,Quiz,19.0
user_57,Student,attempted,quiz_110,Quiz,
user_57,Student,scored_on,quiz_110,Quiz,18.0
user_58,Student,attempted,quiz_110,Quiz,
user_58,Student,scored_on,quiz_110,Quiz,18.0
user_59,Student,attempted,quiz_110,Quiz,
user_59,Student,scored_on,quiz_110,Quiz,18.0
user_60,Student,attempted,quiz_110,Quiz,
