entity1,relation,entity2
user_66,attempted,quiz_98
user_66,has_score,quiz_98:16.0
user_71,attempted,quiz_98
user_71,has_score,quiz_98:20.0
user_39,attempted,quiz_99
user_39,has_score,quiz_99:18.0
user_40,attempted,quiz_99
user_40,has_score,quiz_99:16.0
user_42,attempted,quiz_99
user_42,has_score,quiz_99:17.0
user_43,attempted,quiz_99
user_43,has_score,quiz_99:16.0
user_44,attempted,quiz_99
user_44,has_score,quiz_99:18.0
user_45,attempted,quiz_99
user_45,has_score,quiz_99:18.0
user_47,attempted,quiz_99
user_47,has_score,quiz_99:17.0
user_48,attempted,quiz_99
user_48,has_score,quiz_99:17.0
user_49,attempted,quiz_99
user_49,has_score,quiz_99:19.0
user_50,attempted,quiz_99
user_50,has_score,quiz_99:17.0
user_52,attempted,quiz_99
user_52,has_score,quiz_99:18.0
user_53,attempted,quiz_99
user_53,has_score,quiz_99:15.0
user_54,attempted,quiz_99
user_54,has_score,quiz_99:18.0
user_55,attempted,quiz_99
user_55,has_score,quiz_99:15.0
user_56,attempted,quiz_99
user_56,has_score,quiz_99:19.0
user_57,attempted,quiz_99
user_57,has_score,quiz_99:19.0
user_58,attempted,quiz_99
user_58,has_score,quiz_99:15.0
user_59,attempted,quiz_99
user_59,has_score,quiz_99:19.0
user_60,attempted,quiz_99
user_60,has_score,quiz_99:18.0
user_62,attempted,quiz_99
user_62,has_score,quiz_99:16.0
user_63,attempted,quiz_99
user_63,has_score,quiz_99:19.0
user_65,attempted,quiz_99
user_65,has_score,quiz_99:15.0
user_66,attempted,quiz_99
user_66,has_score,quiz_99:14.0
user_71,attempted,quiz_99
user_71,has_score,quiz_99:18.0
course_4,includes,module_49
module_49,has_lesson,lesson_bai-01-gioi-thieu-flutter-va-moi-truong-phat-trien
module_49,has_lesson,lesson_bai-02-ngon-ngu-dart-co-ban
module_49,has_lesson,lesson_bai-03-cau-truc-ung-dung-va-widget-co-ban
module_49,has_lesson,lesson_bai-04-thiet-ke-giao-dien-nang-cao-material-and-cupertino-layout-nang-cao
module_49,has_lesson,lesson_bai-05-su-dung-thu-vien-trong-flutter
module_49,has_lesson,lesson_bai-06-lap-trinh-mang-va-co-so-du-lieu
module_49,has_lesson,lesson_bai-07-quan-lu-trang-thai-va-logic-ung-dung
module_49,has_lesson,lesson_bai-08-xuat-ban-ung-dung-flutter
module_49,has_quiz,quiz_104
quiz_104,has_question,question_762
quiz_104,has_question,question_763
quiz_104,has_question,question_764
quiz_104,has_question,question_765
quiz_104,has_question,question_766
quiz_104,has_question,question_767
quiz_104,has_question,question_768
quiz_104,has_question,question_769
quiz_104,has_question,question_770
quiz_104,has_question,question_771
quiz_104,has_question,question_772
quiz_104,has_question,question_773
quiz_104,has_question,question_774
quiz_104,has_question,question_775
quiz_104,has_question,question_776
quiz_104,has_question,question_777
quiz_104,has_question,question_778
quiz_104,has_question,question_779
quiz_104,has_question,question_780
quiz_104,has_question,question_781
module_49,has_quiz,quiz_105
quiz_105,has_question,question_782
quiz_105,has_question,question_783
quiz_105,has_question,question_784
quiz_105,has_question,question_785
quiz_105,has_question,question_786
quiz_105,has_question,question_787
quiz_105,has_question,question_788
quiz_105,has_question,question_789
quiz_105,has_question,question_790
quiz_105,has_question,question_791
quiz_105,has_question,question_792
quiz_105,has_question,question_793
quiz_105,has_question,question_794
quiz_105,has_question,question_795
quiz_105,has_question,question_796
quiz_105,has_question,question_797
quiz_105,has_question,question_798
quiz_105,has_question,question_799
quiz_105,has_question,question_800
quiz_105,has_question,question_801
module_49,has_quiz,quiz_106
quiz_106,has_question,question_802
quiz_106,has_question,question_803
quiz_106,has_question,question_804
quiz_106,has_question,question_805
quiz_106,has_question,question_806
quiz_106,has_question,question_807
quiz_106,has_question,question_808
quiz_106,has_question,question_809
quiz_106,has_question,question_810
quiz_106,has_question,question_811
quiz_106,has_question,question_812
quiz_106,has_question,question_813
quiz_106,has_question,question_814
quiz_106,has_question,question_815
quiz_106,has_question,question_816
quiz_106,has_question,question_817
quiz_106,has_question,question_818
quiz_106,has_question,question_819
quiz_106,has_question,question_820
quiz_106,has_question,question_821
module_49,has_quiz,quiz_107
quiz_107,has_question,question_822
quiz_107,has_question,question_823
quiz_107,has_question,question_824
quiz_107,has_question,question_825
quiz_107,has_question,question_826
quiz_107,has_question,question_827
quiz_107,has_question,question_828
quiz_107,has_question,question_829
quiz_107,has_question,question_830
quiz_107,has_question,question_831
quiz_107,has_question,question_832
quiz_107,has_question,question_833
quiz_107,has_question,question_834
quiz_107,has_question,question_835
quiz_107,has_question,question_836
quiz_107,has_question,question_837
quiz_107,has_question,question_838
quiz_107,has_question,question_839
quiz_107,has_question,question_840
quiz_107,has_question,question_841
module_49,has_quiz,quiz_108
quiz_108,has_question,question_842
quiz_108,has_question,question_843
quiz_108,has_question,question_844
quiz_108,has_question,question_845
quiz_108,has_question,question_846
quiz_108,has_question,question_847
quiz_108,has_question,question_848
quiz_108,has_question,question_849
quiz_108,has_question,question_850
quiz_108,has_question,question_851
quiz_108,has_question,question_852
quiz_108,has_question,question_853
quiz_108,has_question,question_854
quiz_108,has_question,question_855
quiz_108,has_question,question_856
quiz_108,has_question,question_857
quiz_108,has_question,question_858
quiz_108,has_question,question_859
quiz_108,has_question,question_860
quiz_108,has_question,question_861
module_49,has_quiz,quiz_109
quiz_109,has_question,question_862
quiz_109,has_question,question_863
quiz_109,has_question,question_864
quiz_109,has_question,question_865
quiz_109,has_question,question_866
quiz_109,has_question,question_867
quiz_109,has_question,question_868
quiz_109,has_question,question_869
quiz_109,has_question,question_870
quiz_109,has_question,question_871
quiz_109,has_question,question_872
quiz_109,has_question,question_873
quiz_109,has_question,question_874
quiz_109,has_question,question_875
quiz_109,has_question,question_876
quiz_109,has_question,question_877
quiz_109,has_question,question_878
quiz_109,has_question,question_879
quiz_109,has_question,question_880
quiz_109,has_question,question_881
module_49,has_quiz,quiz_110
quiz_110,has_question,question_882
quiz_110,has_question,question_883
quiz_110,has_question,question_884
quiz_110,has_question,question_885
quiz_110,has_question,question_886
quiz_110,has_question,question_887
quiz_110,has_question,question_888
quiz_110,has_question,question_889
quiz_110,has_question,question_890
quiz_110,has_question,question_891
quiz_110,has_question,question_892
quiz_110,has_question,question_893
quiz_110,has_question,question_894
quiz_110,has_question,question_895
quiz_110,has_question,question_896
quiz_110,has_question,question_897
quiz_110,has_question,question_898
quiz_110,has_question,question_899
quiz_110,has_question,question_900
quiz_110,has_question,question_901
module_49,has_quiz,quiz_111
quiz_111,has_question,question_902
quiz_111,has_question,question_903
quiz_111,has_question,question_904
quiz_111,has_question,question_905
quiz_111,has_question,question_906
quiz_111,has_question,question_907
quiz_111,has_question,question_908
quiz_111,has_question,question_909
quiz_111,has_question,question_910
quiz_111,has_question,question_911
quiz_111,has_question,question_912
quiz_111,has_question,question_913
quiz_111,has_question,question_914
quiz_111,has_question,question_915
quiz_111,has_question,question_916
quiz_111,has_question,question_917
quiz_111,has_question,question_918
quiz_111,has_question,question_919
quiz_111,has_question,question_920
quiz_111,has_question,question_921
user_39,attempted,quiz_104
user_39,has_score,quiz_104:18.0
user_40,attempted,quiz_104
user_40,has_score,quiz_104:16.0
user_42,attempted,quiz_104
user_42,has_score,quiz_104:16.0
user_43,attempted,quiz_104
user_43,has_score,quiz_104:17.0
user_44,attempted,quiz_104
user_44,has_score,quiz_104:19.0
user_45,attempted,quiz_104
user_45,has_score,quiz_104:18.0
user_47,attempted,quiz_104
user_47,has_score,quiz_104:17.0
user_48,attempted,quiz_104
user_48,has_score,quiz_104:16.0
user_49,attempted,quiz_104
user_49,has_score,quiz_104:19.0
user_50,attempted,quiz_104
user_50,has_score,quiz_104:15.0
user_52,attempted,quiz_104
user_52,has_score,quiz_104:19.0
user_53,attempted,quiz_104
user_53,has_score,quiz_104:16.0
user_54,attempted,quiz_104
user_54,has_score,quiz_104:19.0
user_55,attempted,quiz_104
user_55,has_score,quiz_104:12.0
user_56,attempted,quiz_104
user_56,has_score,quiz_104:20.0
user_57,attempted,quiz_104
user_57,has_score,quiz_104:20.0
user_58,attempted,quiz_104
user_58,has_score,quiz_104:16.0
user_59,attempted,quiz_104
user_59,has_score,quiz_104:18.0
user_60,attempted,quiz_104
user_60,has_score,quiz_104:18.0
user_62,attempted,quiz_104
user_62,has_score,quiz_104:16.0
user_63,attempted,quiz_104
user_63,has_score,quiz_104:18.0
user_64,attempted,quiz_104
user_64,has_score,quiz_104:13.0
user_65,attempted,quiz_104
user_65,has_score,quiz_104:18.0
user_66,attempted,quiz_104
user_66,has_score,quiz_104:14.0
user_39,attempted,quiz_105
user_39,has_score,quiz_105:18.0
user_40,attempted,quiz_105
user_40,has_score,quiz_105:17.0
user_42,attempted,quiz_105
user_42,has_score,quiz_105:17.0
user_43,attempted,quiz_105
user_43,has_score,quiz_105:16.0
user_44,attempted,quiz_105
user_44,has_score,quiz_105:18.0
user_45,attempted,quiz_105
user_45,has_score,quiz_105:20.0
user_47,attempted,quiz_105
user_47,has_score,quiz_105:16.0
user_48,attempted,quiz_105
user_48,has_score,quiz_105:15.0
user_49,attempted,quiz_105
user_49,has_score,quiz_105:18.0
user_50,attempted,quiz_105
user_50,has_score,quiz_105:19.0
user_52,attempted,quiz_105
user_52,has_score,quiz_105:19.0
user_53,attempted,quiz_105
user_53,has_score,quiz_105:17.0
user_54,attempted,quiz_105
user_54,has_score,quiz_105:19.0
user_55,attempted,quiz_105
user_55,has_score,quiz_105:16.0
user_56,attempted,quiz_105
user_56,has_score,quiz_105:18.0
user_57,attempted,quiz_105
user_57,has_score,quiz_105:18.0
user_58,attempted,quiz_105
user_58,has_score,quiz_105:17.0
user_59,attempted,quiz_105
user_59,has_score,quiz_105:18.0
user_60,attempted,quiz_105
user_60,has_score,quiz_105:19.0
user_62,attempted,quiz_105
user_62,has_score,quiz_105:15.0
user_63,attempted,quiz_105
user_63,has_score,quiz_105:19.0
user_64,attempted,quiz_105
user_64,has_score,quiz_105:14.0
user_65,attempted,quiz_105
user_65,has_score,quiz_105:15.0
user_66,attempted,quiz_105
user_66,has_score,quiz_105:14.0
user_71,attempted,quiz_105
user_71,has_score,quiz_105:18.0
user_39,attempted,quiz_106
user_39,has_score,quiz_106:18.0
user_40,attempted,quiz_106
user_40,has_score,quiz_106:16.0
user_42,attempted,quiz_106
user_42,has_score,quiz_106:16.0
user_43,attempted,quiz_106
user_43,has_score,quiz_106:16.0
user_44,attempted,quiz_106
user_44,has_score,quiz_106:18.0
user_45,attempted,quiz_106
user_45,has_score,quiz_106:20.0
user_47,attempted,quiz_106
user_47,has_score,quiz_106:16.0
user_48,attempted,quiz_106
user_48,has_score,quiz_106:16.0
user_49,attempted,quiz_106
user_49,has_score,quiz_106:20.0
user_50,attempted,quiz_106
user_50,has_score,quiz_106:15.0
user_52,attempted,quiz_106
user_52,has_score,quiz_106:18.0
user_53,attempted,quiz_106
user_53,has_score,quiz_106:17.0
user_54,attempted,quiz_106
user_54,has_score,quiz_106:19.0
user_55,attempted,quiz_106
user_55,has_score,quiz_106:14.0
user_56,attempted,quiz_106
user_56,has_score,quiz_106:18.0
user_57,attempted,quiz_106
user_57,has_score,quiz_106:18.0
user_58,attempted,quiz_106
user_58,has_score,quiz_106:15.0
user_59,attempted,quiz_106
user_59,has_score,quiz_106:18.0
user_60,attempted,quiz_106
user_60,has_score,quiz_106:18.0
user_62,attempted,quiz_106
user_62,has_score,quiz_106:15.0
user_63,attempted,quiz_106
user_63,has_score,quiz_106:18.0
user_64,attempted,quiz_106
user_64,has_score,quiz_106:14.0
user_65,attempted,quiz_106
user_65,has_score,quiz_106:15.0
user_66,attempted,quiz_106
user_66,has_score,quiz_106:15.0
user_71,attempted,quiz_106
user_71,has_score,quiz_106:18.0
user_39,attempted,quiz_107
user_39,has_score,quiz_107:19.0
user_40,attempted,quiz_107
user_40,has_score,quiz_107:18.0
user_42,attempted,quiz_107
user_42,has_score,quiz_107:16.0
user_43,attempted,quiz_107
user_43,has_score,quiz_107:16.0
user_44,attempted,quiz_107
user_44,has_score,quiz_107:18.0
user_45,attempted,quiz_107
user_45,has_score,quiz_107:19.0
user_47,attempted,quiz_107
user_47,has_score,quiz_107:16.0
user_48,attempted,quiz_107
user_48,has_score,quiz_107:15.0
user_49,attempted,quiz_107
user_49,has_score,quiz_107:18.0
user_50,attempted,quiz_107
user_50,has_score,quiz_107:16.0
user_52,attempted,quiz_107
user_52,has_score,quiz_107:18.0
user_53,attempted,quiz_107
user_53,has_score,quiz_107:17.0
user_54,attempted,quiz_107
user_54,has_score,quiz_107:19.0
user_55,attempted,quiz_107
user_55,has_score,quiz_107:15.0
user_56,attempted,quiz_107
user_56,has_score,quiz_107:19.0
user_57,attempted,quiz_107
user_57,has_score,quiz_107:18.0
user_58,attempted,quiz_107
user_58,has_score,quiz_107:15.0
user_59,attempted,quiz_107
user_59,has_score,quiz_107:19.0
user_60,attempted,quiz_107
user_60,has_score,quiz_107:18.0
user_62,attempted,quiz_107
user_62,has_score,quiz_107:16.0
user_63,attempted,quiz_107
user_63,has_score,quiz_107:18.0
user_65,attempted,quiz_107
user_65,has_score,quiz_107:16.0
user_66,attempted,quiz_107
user_66,has_score,quiz_107:14.0
user_71,attempted,quiz_107
user_71,has_score,quiz_107:19.0
user_39,attempted,quiz_108
user_39,has_score,quiz_108:19.0
user_40,attempted,quiz_108
user_40,has_score,quiz_108:17.0
user_42,attempted,quiz_108
user_42,has_score,quiz_108:15.0
user_43,attempted,quiz_108
user_43,has_score,quiz_108:18.0
user_44,attempted,quiz_108
user_44,has_score,quiz_108:19.0
user_45,attempted,quiz_108
user_45,has_score,quiz_108:20.0
user_47,attempted,quiz_108
user_47,has_score,quiz_108:17.0
user_48,attempted,quiz_108
user_48,has_score,quiz_108:16.0
user_49,attempted,quiz_108
user_49,has_score,quiz_108:19.0
user_50,attempted,quiz_108
user_50,has_score,quiz_108:16.0
user_52,attempted,quiz_108
user_52,has_score,quiz_108:18.0
user_53,attempted,quiz_108
user_53,has_score,quiz_108:18.0
user_54,attempted,quiz_108
user_54,has_score,quiz_108:18.0
user_55,attempted,quiz_108
user_55,has_score,quiz_108:15.0
user_56,attempted,quiz_108
user_56,has_score,quiz_108:19.0
user_57,attempted,quiz_108
user_57,has_score,quiz_108:18.0
user_58,attempted,quiz_108
user_58,has_score,quiz_108:17.0
user_59,attempted,quiz_108
user_59,has_score,quiz_108:20.0
user_60,attempted,quiz_108
user_60,has_score,quiz_108:19.0
user_62,attempted,quiz_108
user_62,has_score,quiz_108:18.0
user_63,attempted,quiz_108
user_63,has_score,quiz_108:18.0
user_64,attempted,quiz_108
user_64,has_score,quiz_108:13.0
user_65,attempted,quiz_108
user_65,has_score,quiz_108:16.0
user_66,attempted,quiz_108
user_66,has_score,quiz_108:12.0
user_71,attempted,quiz_108
user_71,has_score,quiz_108:19.0
user_39,attempted,quiz_109
user_39,has_score,quiz_109:19.0
user_40,attempted,quiz_109
user_40,has_score,quiz_109:16.0
user_42,attempted,quiz_109
user_42,has_score,quiz_109:16.0
user_43,attempted,quiz_109
user_43,has_score,quiz_109:17.0
user_44,attempted,quiz_109
user_44,has_score,quiz_109:18.0
user_45,attempted,quiz_109
user_45,has_score,quiz_109:19.0
user_47,attempted,quiz_109
user_47,has_score,quiz_109:16.0
user_48,attempted,quiz_109
user_48,has_score,quiz_109:18.0
user_49,attempted,quiz_109
user_49,has_score,quiz_109:20.0
user_50,attempted,quiz_109
user_50,has_score,quiz_109:17.0
user_52,attempted,quiz_109
user_52,has_score,quiz_109:20.0
user_53,attempted,quiz_109
user_53,has_score,quiz_109:15.0
user_54,attempted,quiz_109
user_54,has_score,quiz_109:18.0
user_55,attempted,quiz_109
user_55,has_score,quiz_109:15.0
user_56,attempted,quiz_109
user_56,has_score,quiz_109:18.0
user_57,attempted,quiz_109
user_57,has_score,quiz_109:19.0
user_58,attempted,quiz_109
user_58,has_score,quiz_109:16.0
user_59,attempted,quiz_109
user_59,has_score,quiz_109:18.0
user_60,attempted,quiz_109
user_60,has_score,quiz_109:19.0
user_62,attempted,quiz_109
user_62,has_score,quiz_109:15.0
user_63,attempted,quiz_109
user_63,has_score,quiz_109:18.0
user_64,attempted,quiz_109
user_64,has_score,quiz_109:14.0
user_65,attempted,quiz_109
user_65,has_score,quiz_109:16.0
user_66,attempted,quiz_109
user_66,has_score,quiz_109:13.0
user_71,attempted,quiz_109
user_71,has_score,quiz_109:19.0
user_39,attempted,quiz_110
user_39,has_score,quiz_110:19.0
user_40,attempted,quiz_110
user_40,has_score,quiz_110:15.0
user_42,attempted,quiz_110
user_42,has_score,quiz_110:15.0
user_43,attempted,quiz_110
user_43,has_score,quiz_110:16.0
user_44,attempted,quiz_110
user_44,has_score,quiz_110:19.0
user_45,attempted,quiz_110
user_45,has_score,quiz_110:19.0
user_47,attempted,quiz_110
user_47,has_score,quiz_110:15.0
user_48,attempted,quiz_110
user_48,has_score,quiz_110:17.0
user_49,attempted,quiz_110
user_49,has_score,quiz_110:19.0
user_50,attempted,quiz_110
user_50,has_score,quiz_110:15.0
user_52,attempted,quiz_110
user_52,has_score,quiz_110:18.0
user_53,attempted,quiz_110
user_53,has_score,quiz_110:16.0
user_54,attempted,quiz_110
user_54,has_score,quiz_110:20.0
user_55,attempted,quiz_110
user_55,has_score,quiz_110:13.0
user_56,attempted,quiz_110
user_56,has_score,quiz_110:19.0
user_57,attempted,quiz_110
user_57,has_score,quiz_110:18.0
user_58,attempted,quiz_110
user_58,has_score,quiz_110:18.0
user_59,attempted,quiz_110
user_59,has_score,quiz_110:18.0
user_60,attempted,quiz_110
user_60,has_score,quiz_110:18.0
user_62,attempted,quiz_110
user_62,has_score,quiz_110:16.0
user_63,attempted,quiz_110
user_63,has_score,quiz_110:19.0
user_64,attempted,quiz_110
user_64,has_score,quiz_110:13.0
user_65,attempted,quiz_110
user_65,has_score,quiz_110:17.0
user_66,attempted,quiz_110
user_66,has_score,quiz_110:12.0
user_71,attempted,quiz_110
user_71,has_score,quiz_110:19.0
user_39,attempted,quiz_111
user_39,has_score,quiz_111:18.0
user_40,attempted,quiz_111
user_40,has_score,quiz_111:16.0
user_42,attempted,quiz_111
user_42,has_score,quiz_111:16.0
user_43,attempted,quiz_111
user_43,has_score,quiz_111:17.0
user_44,attempted,quiz_111
user_44,has_score,quiz_111:19.0
user_45,attempted,quiz_111
user_45,has_score,quiz_111:18.0
user_47,attempted,quiz_111
user_47,has_score,quiz_111:16.0
user_48,attempted,quiz_111
user_48,has_score,quiz_111:15.0
user_49,attempted,quiz_111
user_49,has_score,quiz_111:19.0
user_50,attempted,quiz_111
user_50,has_score,quiz_111:16.0
user_52,attempted,quiz_111
user_52,has_score,quiz_111:19.0
user_53,attempted,quiz_111
user_53,has_score,quiz_111:16.0
user_54,attempted,quiz_111
user_54,has_score,quiz_111:18.0
user_55,attempted,quiz_111
user_55,has_score,quiz_111:13.0
user_56,attempted,quiz_111
user_56,has_score,quiz_111:19.0
user_57,attempted,quiz_111
user_57,has_score,quiz_111:19.0
user_58,attempted,quiz_111
user_58,has_score,quiz_111:15.0
user_59,attempted,quiz_111
user_59,has_score,quiz_111:18.0
user_60,attempted,quiz_111
user_60,has_score,quiz_111:18.0
user_62,attempted,quiz_111
user_62,has_score,quiz_111:15.0
user_63,attempted,quiz_111
user_63,has_score,quiz_111:19.0
user_64,attempted,quiz_111
user_64,has_score,quiz_111:13.0
user_65,attempted,quiz_111
user_65,has_score,quiz_111:15.0
user_66,attempted,quiz_111
user_66,has_score,quiz_111:15.0
user_71,attempted,quiz_111
user_71,has_score,quiz_111:18.0
course_4,includes,module_50
module_50,has_lesson,lesson_bai-01-tong-quan-ve-phan-mem-ma-nguon-mo
module_50,has_lesson,lesson_bai-02-ngon-ngu-lap-trinh-php
module_50,has_lesson,lesson_bai-03-he-quan-tri-co-so-du-lieu-mysql
module_50,has_lesson,lesson_bai-04-he-quan-tri-noi-dung-joomla
module_50,has_lesson,lesson_bai-05-cai-dat-va-su-dung-open-cart
module_50,has_quiz,quiz_112
quiz_112,has_question,question_922
quiz_112,has_question,question_923
quiz_112,has_question,question_924
quiz_112,has_question,question_925
quiz_112,has_question,question_926
quiz_112,has_question,question_927
quiz_112,has_question,question_928
quiz_112,has_question,question_929
quiz_112,has_question,question_930
quiz_112,has_question,question_931
quiz_112,has_question,question_932
quiz_112,has_question,question_933
quiz_112,has_question,question_934
quiz_112,has_question,question_935
quiz_112,has_question,question_936
quiz_112,has_question,question_937
quiz_112,has_question,question_938
quiz_112,has_question,question_939
quiz_112,has_question,question_940
quiz_112,has_question,question_941
module_50,has_quiz,quiz_113
quiz_113,has_question,question_942
quiz_113,has_question,question_943
quiz_113,has_question,question_944
quiz_113,has_question,question_945
quiz_113,has_question,question_946
quiz_113,has_question,question_947
quiz_113,has_question,question_948
quiz_113,has_question,question_949
quiz_113,has_question,question_950
quiz_113,has_question,question_951
quiz_113,has_question,question_952
quiz_113,has_question,question_953
quiz_113,has_question,question_954
quiz_113,has_question,question_955
quiz_113,has_question,question_956
quiz_113,has_question,question_957
quiz_113,has_question,question_958
quiz_113,has_question,question_959
quiz_113,has_question,question_960
quiz_113,has_question,question_961
module_50,has_quiz,quiz_114
quiz_114,has_question,question_962
quiz_114,has_question,question_963
quiz_114,has_question,question_964
quiz_114,has_question,question_965
quiz_114,has_question,question_966
quiz_114,has_question,question_967
quiz_114,has_question,question_968
quiz_114,has_question,question_969
quiz_114,has_question,question_970
quiz_114,has_question,question_971
quiz_114,has_question,question_972
quiz_114,has_question,question_973
quiz_114,has_question,question_974
quiz_114,has_question,question_975
quiz_114,has_question,question_976
quiz_114,has_question,question_977
quiz_114,has_question,question_978
quiz_114,has_question,question_979
quiz_114,has_question,question_980
quiz_114,has_question,question_981
module_50,has_quiz,quiz_115
quiz_115,has_question,question_982
quiz_115,has_question,question_983
quiz_115,has_question,question_984
quiz_115,has_question,question_985
quiz_115,has_question,question_986
quiz_115,has_question,question_987
quiz_115,has_question,question_988
quiz_115,has_question,question_989
quiz_115,has_question,question_990
quiz_115,has_question,question_991
quiz_115,has_question,question_992
quiz_115,has_question,question_993
quiz_115,has_question,question_994
quiz_115,has_question,question_995
quiz_115,has_question,question_996
quiz_115,has_question,question_997
quiz_115,has_question,question_998
quiz_115,has_question,question_999
quiz_115,has_question,question_1000
quiz_115,has_question,question_1001
module_50,has_quiz,quiz_116
quiz_116,has_question,question_1002
quiz_116,has_question,question_1003
quiz_116,has_question,question_1004
quiz_116,has_question,question_1005
quiz_116,has_question,question_1006
quiz_116,has_question,question_1007
quiz_116,has_question,question_1008
quiz_116,has_question,question_1009
quiz_116,has_question,question_1010
quiz_116,has_question,question_1011
quiz_116,has_question,question_1012
quiz_116,has_question,question_1013
quiz_116,has_question,question_1014
quiz_116,has_question,question_1015
quiz_116,has_question,question_1016
quiz_116,has_question,question_1017
quiz_116,has_question,question_1018
quiz_116,has_question,question_1019
quiz_116,has_question,question_1020
quiz_116,has_question,question_1021
course_4,includes,module_51
module_51,has_lesson,lesson_bai-01-mo-dau-ve-quan-lu-du-an-cong-nghe-thong-tin
module_51,has_lesson,lesson_bai-02-quan-lu-pham-vi-du-an
module_51,has_lesson,lesson_bai-03-quan-lu-thoi-gian-du-an
module_51,has_lesson,lesson_bai-04-quan-lu-chi-phi-du-an
module_51,has_lesson,lesson_bai-05-quan-lu-chat-luong-du-an
module_51,has_lesson,lesson_bai-06-quan-lu-nguon-nhan-su-du-an
module_51,has_lesson,lesson_bai-07-quan-lu-truyen-thong-du-an
module_51,has_lesson,lesson_bai-08-quan-lu-rui-ro-du-an
module_51,has_lesson,lesson_bai-09-quan-lu-mua-sam-du-an
module_51,has_lesson,lesson_bai-10-quan-lu-tich-hop-du-an
module_51,has_quiz,quiz_117
module_51,has_quiz,quiz_118
quiz_118,has_question,question_1042
quiz_118,has_question,question_1043
quiz_118,has_question,question_1044
quiz_118,has_question,question_1045
quiz_118,has_question,question_1046
quiz_118,has_question,question_1047
quiz_118,has_question,question_1048
quiz_118,has_question,question_1049
quiz_118,has_question,question_1050
quiz_118,has_question,question_1051
quiz_118,has_question,question_1052
quiz_118,has_question,question_1053
quiz_118,has_question,question_1054
quiz_118,has_question,question_1055
quiz_118,has_question,question_1056
quiz_118,has_question,question_1057
quiz_118,has_question,question_1058
quiz_118,has_question,question_1059
quiz_118,has_question,question_1060
quiz_118,has_question,question_1061
module_51,has_quiz,quiz_119
quiz_119,has_question,question_1062
quiz_119,has_question,question_1063
quiz_119,has_question,question_1064
quiz_119,has_question,question_1065
quiz_119,has_question,question_1066
quiz_119,has_question,question_1067
quiz_119,has_question,question_1068
quiz_119,has_question,question_1069
quiz_119,has_question,question_1070
quiz_119,has_question,question_1071
quiz_119,has_question,question_1072
quiz_119,has_question,question_1073
quiz_119,has_question,question_1074
quiz_119,has_question,question_1075
quiz_119,has_question,question_1076
quiz_119,has_question,question_1077
quiz_119,has_question,question_1078
quiz_119,has_question,question_1079
quiz_119,has_question,question_1080
quiz_119,has_question,question_1081
module_51,has_quiz,quiz_120
quiz_120,has_question,question_1082
quiz_120,has_question,question_1083
quiz_120,has_question,question_1084
quiz_120,has_question,question_1085
quiz_120,has_question,question_1086
quiz_120,has_question,question_1087
quiz_120,has_question,question_1088
quiz_120,has_question,question_1089
quiz_120,has_question,question_1090
quiz_120,has_question,question_1091
quiz_120,has_question,question_1092
quiz_120,has_question,question_1093
quiz_120,has_question,question_1094
quiz_120,has_question,question_1095
quiz_120,has_question,question_1096
quiz_120,has_question,question_1097
quiz_120,has_question,question_1098
quiz_120,has_question,question_1099
quiz_120,has_question,question_1100
quiz_120,has_question,question_1101
module_51,has_quiz,quiz_121
quiz_121,has_question,question_1102
quiz_121,has_question,question_1103
quiz_121,has_question,question_1104
quiz_121,has_question,question_1105
quiz_121,has_question,question_1106
quiz_121,has_question,question_1107
quiz_121,has_question,question_1108
quiz_121,has_question,question_1109
quiz_121,has_question,question_1110
quiz_121,has_question,question_1111
quiz_121,has_question,question_1112
quiz_121,has_question,question_1113
quiz_121,has_question,question_1114
quiz_121,has_question,question_1115
quiz_121,has_question,question_1116
quiz_121,has_question,question_1117
quiz_121,has_question,question_1118
quiz_121,has_question,question_1119
quiz_121,has_question,question_1120
quiz_121,has_question,question_1121
module_51,has_quiz,quiz_122
quiz_122,has_question,question_1122
quiz_122,has_question,question_1123
quiz_122,has_question,question_1124
quiz_122,has_question,question_1125
quiz_122,has_question,question_1126
quiz_122,has_question,question_1127
quiz_122,has_question,question_1128
quiz_122,has_question,question_1129
quiz_122,has_question,question_1130
quiz_122,has_question,question_1131
quiz_122,has_question,question_1132
quiz_122,has_question,question_1133
quiz_122,has_question,question_1134
quiz_122,has_question,question_1135
quiz_122,has_question,question_1136
quiz_122,has_question,question_1137
quiz_122,has_question,question_1138
quiz_122,has_question,question_1139
quiz_122,has_question,question_1140
quiz_122,has_question,question_1141
module_51,has_quiz,quiz_123
quiz_123,has_question,question_1142
quiz_123,has_question,question_1143
quiz_123,has_question,question_1144
quiz_123,has_question,question_1145
quiz_123,has_question,question_1146
quiz_123,has_question,question_1147
quiz_123,has_question,question_1148
quiz_123,has_question,question_1149
quiz_123,has_question,question_1150
quiz_123,has_question,question_1151
quiz_123,has_question,question_1152
quiz_123,has_question,question_1153
quiz_123,has_question,question_1154
quiz_123,has_question,question_1155
quiz_123,has_question,question_1156
quiz_123,has_question,question_1157
quiz_123,has_question,question_1158
quiz_123,has_question,question_1159
quiz_123,has_question,question_1160
quiz_123,has_question,question_1161
module_51,has_quiz,quiz_124
quiz_124,has_question,question_1162
quiz_124,has_question,question_1163
quiz_124,has_question,question_1164
quiz_124,has_question,question_1165
quiz_124,has_question,question_1166
quiz_124,has_question,question_1167
